#ID,Tweet,RetweetCount,CreatedDate,Query,HourOfDay,Sentiment,Date
73267,RT @sxrxnityy: I just want hot chocolate and tasty pastries and fluffy pillows,1,12/1/2014 0:00,pillows,15,Positive,12/1/2015 0:00
73268,"RT @ashlyariza: are useful after all, they're basically pillows",19,12/1/2014 0:00,pillows,15,Positive,12/1/2015 0:00
73269,Harry Potter Pillows + Giveaway =D http://t.co/9Y9poan0VE,0,12/1/2014 0:00,pillows,15,Neutral,12/1/2015 0:00
73271,19 Adorable Animals Living In Peace And Using Each Other As Furry Pillows http://t.co/qupG85iXbi,0,12/1/2014 0:00,pillows,15,Positive,12/1/2015 0:00
73272,19 Adorable Animals Living In Peace And Using Each Other As Furry Pillows Check it out: http://t.co/7QcFLEBrVP http://t.co/Ygs3JitGkN,0,12/1/2014 0:00,pillows,15,Positive,12/1/2015 0:00
73273,I just want hot chocolate and tasty pastries and fluffy pillows,1,12/1/2014 0:00,pillows,15,Positive,12/1/2015 0:00
73274,"RT @ashlyariza: are useful after all, they're basically pillows",19,12/1/2014 0:00,pillows,15,Positive,12/1/2015 0:00
73275,@pillows_aki ??????… (???????????????????????…),0,12/1/2014 0:00,pillows,15,Neutral,12/1/2015 0:00
73276,@ashlyariza the best pillows ever,0,12/1/2014 0:00,pillows,15,Positive,12/1/2015 0:00
73277,RT @portlandia: So we're all buying vagina pillows for Christmas right?,89,12/1/2014 0:00,pillows,15,Positive,12/1/2015 0:00
73278,"RT @ashlyariza: are useful after all, they're basically pillows",19,12/1/2014 0:00,pillows,15,Positive,12/1/2015 0:00
73279,“@akrvm: @ashlyariza so can I use yours as pillows ?” ??????,0,12/1/2014 0:00,pillows,15,Neutral,12/1/2015 0:00
73280,eme and pattern for #curtain. #pillows a http://t.co/CDMYrKKBe8,0,12/1/2014 0:00,pillows,15,Neutral,12/1/2015 0:00
73281,@Undefined__Rose im lovin your huge pillows,0,12/1/2014 0:00,pillows,15,Negative,12/1/2015 0:00
73282,"RT @JonahLesnick: I'm thankful for pizza, pillows, and Netflix ?? what are you thankful for? ????",41,12/1/2014 0:00,pillows,15,Positive,12/1/2015 0:00
73482,RT @portlandia: So we're all buying vagina pillows for Christmas right?,89,12/1/2014 0:00,pillows,15,Positive,12/1/2015 0:00
73582,my pillows are so flat and old no wonder why my neck hurt like that ; ~ ;,0,12/1/2014 0:00,pillows,15,Positive,12/1/2015 0:00
74183,"Hey don't forget Brewerton Ladies Aux. is taking Blakets,Pillows ,Towels,Dog Food,Cat Food,Toys &amp; Treats to the... http://t.co/jEEeCiu32l",0,12/1/2014 0:00,pillows,15,Negative,12/1/2015 0:00
74184,-he curls up in the middle of the pillows on @HorseCockSyx 's bed-,0,12/1/2014 0:00,pillows,15,Neutral,12/1/2015 0:00
75083,Sat in the corner of my bed surrounded by pillows and plankets with a hot chocolate??,0,12/1/2014 0:00,pillows,15,Positive,12/1/2015 0:00
75183,@SweetTayPie0104 @IntuitionsFirst what's wrong with tits? They make great pillows,0,12/1/2014 0:00,pillows,15,Neutral,12/1/2015 0:00
75483,?????????? ?????????????Sweet Baggy Days/the pillows?,0,12/1/2014 0:00,pillows,15,Neutral,12/1/2015 0:00
76183,???????????????????????,0,12/1/2014 0:00,pillows,15,Neutral,12/1/2015 0:00
77083,How many pillows do you sleep with? — 3 http://t.co/Z2EpW4LH17,0,12/1/2014 0:00,pillows,15,Neutral,12/1/2015 0:00
77183,@na_ABClove ???????????,0,12/1/2014 0:00,pillows,15,Neutral,12/1/2015 0:00
78083,RT @CINRANET: [?????????]the pillows?????????????? ?????????25???????????????? http://t.co/TlT7FEAhdy https://t.co/RUcKpAeGmi,7,12/1/2014 0:00,pillows,15,Neutral,12/1/2015 0:00
79183,the pillows / ?????? http://t.co/vHiTNTwMul,0,12/1/2014 0:00,pillows,15,Neutral,12/1/2015 0:00
79583,"RT @ashlyariza: are useful after all, they're basically pillows",20,12/1/2014 0:00,pillows,15,Positive,12/1/2015 0:00
79883,RT @popartpetsusa: Follow mw on #instagram pop art pet portraits look behind the veil #pillows #portraits #totes http://t.co/pIf0hsVS9v #et…,1,12/1/2014 0:00,pillows,15,Neutral,12/1/2015 0:00
79983,They should use pillows over the horizontal bars on bicycles. #racked #barballs,0,12/1/2014 0:00,pillows,15,Neutral,12/1/2015 0:00
80583,Best things in life are free... Like head rubs and tit-pillows lol,0,12/1/2014 0:00,pillows,15,Positive,12/1/2015 0:00
81383,????,0,12/1/2014 0:00,pillows,15,Neutral,12/1/2015 0:00
82083,Indoor//Outdoor Throw-Pillows now available for the art lover in your life! http://t.co/FFqeQAwjvj http://t.co/07UF6tW1I8,0,12/2/2014 0:00,pillows,9,Neutral,12/2/2015 0:00
82085,RT @LeeHillerLondon: #MardiGras #Gift Store http://t.co/uMzxEYrlSr #HomeDecor #Posters #TShirt #Cards #Pillows #Bags &amp; More http://t.co/aNW…,1,12/2/2014 0:00,pillows,9,Neutral,12/2/2015 0:00
82086,"For your center rugs, footmats, throw pillows, bedspreads, decors e.t.c. 08038302254,08022786194",0,12/2/2014 0:00,pillows,9,Negative,12/2/2015 0:00
82087,@KazemonFrontier *Watches while holding blankets and pillows *,0,12/2/2014 0:00,pillows,9,Neutral,12/2/2015 0:00
82088,"Can only be happy in the winter when my bed is dressed with all 9 pillows, duvet eiderdown and a throw ??",0,12/2/2014 0:00,pillows,9,Neutral,12/2/2015 0:00
82089,My bed is so comfortable I can lay in it all day with my face in the pillows ????,1,12/2/2014 0:00,pillows,9,Positive,12/2/2015 0:00
82090,Perfect Pillows to Crochet Leisure Arts Booklet 3807 8 Crochet Pillow Patterns http://t.co/NSiItPZRvz via @eBay,0,12/2/2014 0:00,pillows,9,Positive,12/2/2015 0:00
82091,I put BabyBoy to sleep while I get ready for class I took all the pillows from him ?????????? http://t.co/aG2WxF4Zku,0,12/2/2014 0:00,pillows,9,Positive,12/2/2015 0:00
82092,#NowPlaying ????? - the pillows,0,12/2/2014 0:00,pillows,9,Neutral,12/2/2015 0:00
82093,"Check out (2) PILLOWS - IVORY FLORAL 400TC RALPH LAUREN fabric Custom Pillows18""x18"" #HandMade http://t.co/7N7F7zo9Xb via @eBay",0,12/2/2014 0:00,pillows,9,Neutral,12/2/2015 0:00
82094,@TruSoulja74 all over my damn pillows,0,12/2/2014 0:00,pillows,9,Negative,12/2/2015 0:00
82095,"@Lilulicious hell yeah! Like the Queens we are! We'll just sit on fluffy pillows, eat bon-bons and shout at everyone!",0,12/2/2014 0:00,pillows,9,Positive,12/2/2015 0:00
82096,Wholeness benefits in re anniversaries wet blanket pillows: QTCHuQ,0,12/2/2014 0:00,pillows,9,Positive,12/2/2015 0:00
82097,"Now I just gotta get my laptop back, make this appointment &amp; then I can be reunited with my blanket &amp; pillows ??",0,12/2/2014 0:00,pillows,9,Positive,12/2/2015 0:00
82098,@KazemonFrontier OK! *Gots blankets and pillows *,0,12/2/2014 0:00,pillows,9,Neutral,12/2/2015 0:00
82099,if you sleep with less than 3 pillows you're basic. i don't make the rules. i just live by them.,0,12/2/2014 0:00,pillows,9,Positive,12/2/2015 0:00
82100,#MardiGras #Gift Store http://t.co/uMzxEYrlSr #HomeDecor #Posters #TShirt #Cards #Pillows #Bags &amp; More http://t.co/aNWGQmxWjM,1,12/2/2014 0:00,pillows,9,Neutral,12/2/2015 0:00
82101,"RT @LewSdd: ""@ElizaAllure: Built in pillows #bbw http://t.co/csuNXYJsql""",2,12/2/2014 0:00,pillows,9,Neutral,12/2/2015 0:00
82102,"@ABC @instapundit Did she get $300,000, lemon wedges,&amp; special pillows for this? For pipeline info maybe they needed to add fresh canele's.",0,12/2/2014 0:00,pillows,9,Positive,12/2/2015 0:00
82103,@JoeJONeill @TheVampsband get naked again but without the pillows this time,0,12/2/2014 0:00,pillows,9,Neutral,12/2/2015 0:00
82104,@MrJapulleyable Get some blankets and pillows.,0,12/2/2014 0:00,pillows,9,Neutral,12/2/2015 0:00
82106,12/3 02????the pillows (??????)??????35???????????? http://t.co/9hqWud8IzS #the,0,12/2/2014 0:00,pillows,9,Neutral,12/2/2015 0:00
82107,If I continue to sLeep on those hard ass pillows my neck is gonna pop off,0,12/2/2014 0:00,pillows,9,Negative,12/2/2015 0:00
82108,#christmas #gifts #zazzle #holidays http://t.co/Nt3koowM2D Winter Holiday Snowman Pillows #personalizedgifts #g... http://t.co/SVmeQF6nzl,0,12/2/2014 0:00,pillows,9,Neutral,12/2/2015 0:00
82109,Btw are now pillows,0,12/2/2014 0:00,pillows,9,Neutral,12/2/2015 0:00
82110,All curled up in my pillows and blankets while y'all be out in the cold ??????,0,12/2/2014 0:00,pillows,9,Negative,12/2/2015 0:00
82111,"BioPEDIC UltraFresh Anti-bacterial 4-Pack Bed Pillows, Standard Size, White http://t.co/NnqDPE5Bx4 BioPEDIC U... http://t.co/FEPOTchOkT",0,12/2/2014 0:00,pillows,9,Positive,12/2/2015 0:00
82113,"Dream Supreme Plus Gel Fiber-Filled Pillows, King (Set of 2) http://t.co/ET0ftIZWMp Dream Supreme Plus Gel Fi... http://t.co/FEPOTchOkT",0,12/2/2014 0:00,pillows,9,Positive,12/2/2015 0:00
82114,Tired of waking up next to my pillows in the morning.,0,12/2/2014 0:00,pillows,9,Negative,12/2/2015 0:00
82115,"BioPEDIC UltraFresh Anti-bacterial 4-Pack Bed Pillows, Standard Size, White: BioPEDIC UltraFresh Anti-bacterial… http://t.co/E7eCCQcXDb",0,12/2/2014 0:00,pillows,9,Positive,12/2/2015 0:00
82116,"We love this chic line of Chloe &amp; Olive designer pillows, now available on http://t.co/QuVg6z7DvT: http://t.co/Q3b2k8zwyJ",0,12/2/2014 0:00,pillows,9,Positive,12/2/2015 0:00
82117,Laughing Skeleton Woman in Red Bonnet Pillows by #Fall_Seasons_Best #laCatrina #DiaDeLosMuertos http://t.co/eK3FinX2rs,0,12/2/2014 0:00,pillows,9,Neutral,12/2/2015 0:00
82118,??????????????[??],0,12/2/2014 0:00,pillows,9,Neutral,12/2/2015 0:00
82119,she's wearing a lingerie im eating my pillows WTFAHSHSH,0,12/2/2014 0:00,pillows,9,Neutral,12/2/2015 0:00
82120,RT @BlairLoudly: There's 16 decorative pillows on my couch and anger in my heart.,234,12/2/2014 0:00,pillows,9,Neutral,12/2/2015 0:00
82121,"When looking for my phone it is always 1 of 3 places: at the bottom of my bag, on my bathroom counter, or tangled up in my sheets/pillows",0,12/2/2014 0:00,pillows,9,Negative,12/2/2015 0:00
82122,From wearable vibrators to ostrich pillows: the best travel accessories of 2014 http://t.co/1EH0MVbzt3 by @careydunne via @FastCoDesign,0,12/2/2014 0:00,pillows,9,Positive,12/2/2015 0:00
82123,RT @jersey_collect: We now sell emoji pillows! Only $14.99 with free shopping for a limited time!! ???????????????? http://t.co/D8PqYR0hxW http://…,1587,12/2/2014 0:00,pillows,9,Neutral,12/2/2015 0:00
82124,RT @jersey_collect: We now sell emoji pillows! Only $14.99 with free shopping for a limited time!! ???????????????? http://t.co/D8PqYR0hxW http://…,1587,12/2/2014 0:00,pillows,8,Neutral,12/2/2015 0:00
82125,RT @harukasorairo: ??????pillows?12/5BIGCAT????1?????????????????????????????????????????????A300????????4320??????????????????????????????…,81,12/2/2014 0:00,pillows,8,Neutral,12/2/2015 0:00
82126,"RT @AustrialovesDC: Part 3 More posters, magnets and pillows ???? http://t.co/Rxz3jiZyvt",1,12/2/2014 0:00,pillows,8,Neutral,12/2/2015 0:00
82127,RT @NEISD: Eisenhower student Diego Naredo donated blankets and pillows to Haven for Hope to celebrate his birthday. #GoPublic http://t.co/…,4,12/2/2014 0:00,pillows,8,Positive,12/2/2015 0:00
82128,RT @MyJaps: Yes ples RT @FunnyQuotees: emoji pillows http://t.co/PwFG9B3Xwz,197,12/2/2014 0:00,pillows,8,Positive,12/2/2015 0:00
82129,"""@CauseWereGuys: Wtf I want this http://t.co/71twNpKIhW"" Think of this full of pillows",0,12/2/2014 0:00,pillows,8,Positive,12/2/2015 0:00
82130,Mav building elaborate nests with the extra pillows from @lauriebeth1220 's pregnancy. http://t.co/Q3E3yzKl3j,0,12/2/2014 0:00,pillows,8,Neutral,12/2/2015 0:00
82131,RT @Helenwhitlove: Hold me like pillows....tight against your chest ... hold me through your dreams...,1,12/2/2014 0:00,pillows,8,Positive,12/2/2015 0:00
82132,RT @NEISD: Eisenhower student Diego Naredo donated blankets and pillows to Haven for Hope to celebrate his birthday. #GoPublic http://t.co/…,4,12/2/2014 0:00,pillows,8,Positive,12/2/2015 0:00
82133,Woke up to my puppy snuggles between two pillows on top on me snoring http://t.co/8RMn54YuJt,0,12/2/2014 0:00,pillows,8,Positive,12/2/2015 0:00
82134,RT @yoshieeperez: I should probably get ready but I want to stay in bed all day &amp; cuddle with my pillows and blankets lol,3,12/2/2014 0:00,pillows,8,Positive,12/2/2015 0:00
82135,RT @yoshieeperez: I should probably get ready but I want to stay in bed all day &amp; cuddle with my pillows and blankets lol,3,12/2/2014 0:00,pillows,8,Positive,12/2/2015 0:00
82136,"List of things I love 4 no reason:bodega coffee, tulips, grapefruit smell, downy, pillows, porches, &amp;of course my truest love:stool softener",0,12/2/2014 0:00,pillows,8,Positive,12/2/2015 0:00
82138,@destinyxxcast haha that's what you get for farting on your pillows!,0,12/2/2014 0:00,pillows,8,Neutral,12/2/2015 0:00
82139,I should probably get ready but I want to stay in bed all day &amp; cuddle with my pillows and blankets lol,3,12/2/2014 0:00,pillows,8,Positive,12/2/2015 0:00
82140,"@sugar_butty no problem, I'll plump the pillows.",0,12/2/2014 0:00,pillows,8,Negative,12/2/2015 0:00
82141,Demi and her pillows ???? http://t.co/YoIq9Fke4r,0,12/2/2014 0:00,pillows,8,Neutral,12/2/2015 0:00
82142,RT @Unkle_K: Just run across the road as if cars are pillows,3,12/2/2014 0:00,pillows,8,Positive,12/2/2015 0:00
82143,It's not nice to show your dirty pillows in an event under the name of the sacred school.,0,12/2/2014 0:00,pillows,8,Positive,12/2/2015 0:00
82144,I love my bed &amp; pillows :-D haha #Selfie #LongDay #CapeTown #holidaysarecoming http://t.co/m99vOsV5QR,0,12/2/2014 0:00,pillows,8,Positive,12/2/2015 0:00
82145,RT @jersey_collect: We now sell emoji pillows! Only $14.99 with free shopping for a limited time!! ???????????????? http://t.co/D8PqYR0hxW http://…,1587,12/2/2014 0:00,pillows,8,Neutral,12/2/2015 0:00
82146,@BTupinit @MinneEric @ThrashKCCO besides I think the boob pillows would keep your ears nice and warm too.,0,12/2/2014 0:00,pillows,8,Positive,12/2/2015 0:00
82147,"Pillows are awesome, AMAZING item ever.",0,12/2/2014 0:00,pillows,8,Positive,12/2/2015 0:00
82148,I just need about three comforters and pillows. I'm too sleepy.,0,12/2/2014 0:00,pillows,8,Negative,12/2/2015 0:00
82149,"""@ElizaAllure: Built in pillows #bbw http://t.co/csuNXYJsql""",2,12/2/2014 0:00,pillows,8,Neutral,12/2/2015 0:00
82150,"RT @BestHairstyIes: A cold room, lots of pillows, fresh sheets &amp; a big shirt to sleep in is literally the best. Nobody can even argue with …",1645,12/2/2014 0:00,pillows,8,Positive,12/2/2015 0:00
82151,Easy to follow instructions for making DIY no-sew pillows from shirts - quick and simple - a thrift http://t.co/K2EHInFQTC,0,12/2/2014 0:00,pillows,8,Positive,12/2/2015 0:00
82152,#Missoni #MissoniHome Fringed #Pillows Set of 2 #MadeinItaly .... http://t.co/C9JygCSvHw via @eBay,0,12/2/2014 0:00,pillows,8,Neutral,12/2/2015 0:00
82153,I get hair on Mom's pillows &lt;3 (Skitty),0,12/2/2014 0:00,pillows,8,Neutral,12/2/2015 0:00
82154,RT @VH1PNUT: MAYBE YOU WOULDN'T BE CUDDLING THE PILLOWS IN BED IF YOU TEXT NIGGAS BACK BITCH,82,12/2/2014 0:00,pillows,8,Neutral,12/2/2015 0:00
82155,@EpicuriousKat @BTupinit @MinneEric Oh god. Those might be more popular than dick pillows,0,12/2/2014 0:00,pillows,8,Positive,12/2/2015 0:00
82156,I just want to cuddle up with my pillows and never get out of bed ??,0,12/2/2014 0:00,pillows,8,Positive,12/2/2015 0:00
82157,When it comes to choosing Accent Pillows for Home Decor..style/colors &amp; quality..http://t.co/faGkFmd8bS,0,12/2/2014 0:00,pillows,8,Neutral,12/2/2015 0:00
82158,"RT @yoitsnhi: Normal people buy clothes and new technology during Black Friday, but not my dad. No, my dad goes and buys $600 worth of pill…",5,12/2/2014 0:00,pillows,8,Positive,12/2/2015 0:00
82159,It's very important you have 10 pillows &amp; 6 enormous blankets on your bed at all times.,0,12/2/2014 0:00,pillows,8,Neutral,12/2/2015 0:00
82160,Cheese ravioli is great; it's like eating pillows.,0,12/2/2014 0:00,pillows,8,Positive,12/2/2015 0:00
82161,"My mom used her layover to deliver food to me, and do my laundry and dishes, but she didn't put my pillowcases on my pillows. #comebackmom",0,12/2/2014 0:00,pillows,8,Neutral,12/2/2015 0:00
82162,"If you're working toward relieving sciatica pain, there's a large variety of pillows and cushions on the market... http://t.co/Wjdn36uBrT",0,12/2/2014 0:00,pillows,8,Negative,12/2/2015 0:00
82163,RT @MyJaps: Yes ples RT @FunnyQuotees: emoji pillows http://t.co/PwFG9B3Xwz,197,12/2/2014 0:00,pillows,8,Positive,12/2/2015 0:00
82164,RT @lindsaymccall15: It's so hard to get out of my bed. The heater is on and my blanket smells like home and I have 1000 pillows.... #strug…,1,12/2/2014 0:00,pillows,8,Neutral,12/2/2015 0:00
71,I love these pillows… so soft :),0,12/2/2014 0:00,pillows,8,Positive,12/2/2015 0:00
82166,@FortuneMasina invest in continental pillows and laptop hahaha,0,12/2/2014 0:00,pillows,8,Neutral,12/2/2015 0:00
82167,But pillows don't have teeth,0,12/2/2014 0:00,pillows,8,Neutral,12/2/2015 0:00
82168,RT @BlairLoudly: There's 16 decorative pillows on my couch and anger in my heart.,234,12/2/2014 0:00,pillows,8,Neutral,12/2/2015 0:00
82169,Where are the pillows! ??,0,12/2/2014 0:00,pillows,8,Neutral,12/2/2015 0:00
82170,"@gggggabz jk when I think of simple things right now it's Kleenex, a bed, and lots of blankets and pillows",0,12/2/2014 0:00,pillows,8,Positive,12/2/2015 0:00
82171,Pillows by daddy are so comfy http://t.co/ksEBMYN41z,0,12/2/2014 0:00,pillows,8,Neutral,12/2/2015 0:00
82172,"@DaleWright42 LOL - yes, the entire world has already seen those pillows! Ha.",0,12/2/2014 0:00,pillows,8,Positive,12/2/2015 0:00
82173,@hylopsar Wow I wan't those distribution pillows...,0,12/2/2014 0:00,pillows,8,Positive,12/2/2015 0:00
82174,just make sure my pillows are fluffed correctly RT @misseaglelina: @MhDaDon I'm about to get outta bed ok,0,12/2/2014 0:00,pillows,8,Positive,12/2/2015 0:00
82175,They say to dress for the job you want. That's why I only wear pillows and big cardboard Zs,0,12/2/2014 0:00,pillows,8,Positive,12/2/2015 0:00
82176,"""@MyJaps: Yes ples RT @FunnyQuotees: emoji pillows http://t.co/LrBLATtKPl""",0,12/2/2014 0:00,pillows,8,Positive,12/2/2015 0:00
82177,Thick new duvet and pillows has made my bed so snug! Just waiting for my pizza now!,0,12/2/2014 0:00,pillows,8,Positive,12/2/2015 0:00
82178,RT @AudreyBeltrann: Missing the shit out of my pillows RN..,1,12/2/2014 0:00,pillows,8,Neutral,12/2/2015 0:00
82179,RT @BlairLoudly: There's 16 decorative pillows on my couch and anger in my heart.,234,12/2/2014 0:00,pillows,8,Neutral,12/2/2015 0:00
82180,???? ??????? ?????????? ??????????????? / the pillows?,0,12/2/2014 0:00,pillows,8,Neutral,12/2/2015 0:00
82181,"@ErinMcMom Oh trust me, Im watching haha. I so want one of your pillows. &lt;3",0,12/2/2014 0:00,pillows,8,Positive,12/2/2015 0:00
82182,RT @NEISD: Eisenhower student Diego Naredo donated blankets and pillows to Haven for Hope to celebrate his birthday. #GoPublic http://t.co/…,4,12/2/2014 0:00,pillows,8,Positive,12/2/2015 0:00
82183,RT @MandieeNichole: My bed is so comfortable I can lay in it all day with my face in the pillows ????,1,12/2/2014 0:00,pillows,9,Positive,12/2/2015 0:00
82383,I need new pillows.,0,12/2/2014 0:00,pillows,9,Negative,12/2/2015 0:00
82983,"RT @LewSdd: ""@ElizaAllure: Built in pillows #bbw http://t.co/csuNXYJsql""",2,12/2/2014 0:00,pillows,9,Neutral,12/2/2015 0:00
83283,RT @modtoast: #Bags #pillows #iPhone #cases #business #cards &amp; much more! @melangetulsa @JJsGraphics @Zazzle http://t.co/RLUCDXY8iU,1,12/2/2014 0:00,pillows,9,Neutral,12/2/2015 0:00
83583,Is that Jafar... Singing? Mahal have mercy *puts more pillows over his head to muffle the sound*,0,12/2/2014 0:00,pillows,9,Positive,12/2/2015 0:00
83683,http://t.co/kiPB2hC7xJ the pillows???????????????,0,12/2/2014 0:00,pillows,9,Neutral,12/2/2015 0:00
84583,I love it when robs not here bc I get both pillows. ????,0,12/2/2014 0:00,pillows,9,Positive,12/2/2015 0:00
84783,"@EllieMJonesx ""whys Fran crying in your bed?"" Body made out of pillows??????",0,12/2/2014 0:00,pillows,9,Neutral,12/2/2015 0:00
84784,Christmas Quilt &amp; Pillows | Pink Polka Dot Creations http://t.co/qF6HXOvUip,0,12/2/2014 0:00,pillows,9,Neutral,12/2/2015 0:00
85083,There is no doubt he believes that he is the owner of all pillows and blankets in this apt. The… http://t.co/ijMuemIx9w,0,12/2/2014 0:00,pillows,9,Neutral,12/2/2015 0:00
85383,"Im just layin on my bed with heavy blanket,pillows,the phone,the laptop and the most important,the internet..",0,12/2/2014 0:00,pillows,9,Positive,12/2/2015 0:00
85483,"RT @melangetulsa: Awesome #handmade and made-to-order pillows, coasters, pin cushions and more @astruwe on #Etsy http://t.co/SHwI8DXZVT",1,12/2/2014 0:00,pillows,9,Positive,12/2/2015 0:00
86083,Our bed our sheets our pillows get lonely ??,0,12/2/2014 0:00,pillows,9,Negative,12/2/2015 0:00
86183,"Photo: ""The reminder"" pillows are sold out, but there are still 8 other pillows left. All are low in stock,... http://t.co/2TYVgCYnpd",0,12/2/2014 0:00,pillows,9,Negative,12/2/2015 0:00
86783,Jayden and I decide to wrestle.... He &amp; The Pillows are The toenail chutney =)) And Ethan And I are The Toe jams =)) #funwiththesiblings??,0,12/2/2014 0:00,pillows,9,Negative,12/2/2015 0:00
87183,I may need more pillows at some point. Might be an idea to stand by. I'll let you know. ?? http://t.co/IJG7XnAL1N,0,12/2/2014 0:00,pillows,9,Neutral,12/2/2015 0:00
87383,But I just wanna be laying in a comfortable bed with fluffy pillows and a heated blanket right now,0,12/2/2014 0:00,pillows,9,Positive,12/2/2015 0:00
87384,She ride dis dick her titties jigggle thats my pillows ?? RT @MzDollFaceDolly: she don't like them pretty niggas sidity niggas,1,12/2/2014 0:00,pillows,9,Positive,12/2/2015 0:00
87883,Have you seen our Spirit Pillows? #UGA #GeorgiaBulldogs http://t.co/TrTJ6VpE5n,0,12/2/2014 0:00,pillows,9,Positive,12/2/2015 0:00
87983,RT @concretesledge_: Pumpkin spice candles give me the shits.,15,12/2/2014 0:00,candles,9,Neutral,12/2/2015 0:00
87985,#rayouch #birthday #girl #celebration #office #achrafieh #cake #candles #colleagues #friends http://t.co/no8Ff2PRt0,0,12/2/2014 0:00,candles,9,Positive,12/2/2015 0:00
87986,@NarNar__ Imma have dinner cooked and everything ???? candles lit and all that,0,12/2/2014 0:00,candles,9,Neutral,12/2/2015 0:00
87987,“@BettieLaFea: I Love Yankee Candles ????”,0,12/2/2014 0:00,candles,9,Positive,12/2/2015 0:00
87988,RT @BettieLaFea: I Love Yankee Candles ????,7,12/2/2014 0:00,candles,9,Positive,12/2/2015 0:00
87990,RT @BettieLaFea: I Love Yankee Candles ????,7,12/2/2014 0:00,candles,9,Positive,12/2/2015 0:00
87991,RT @BettieLaFea: I Love Yankee Candles ????,7,12/2/2014 0:00,candles,9,Positive,12/2/2015 0:00
87992,Sixteen Candles????,0,12/2/2014 0:00,candles,9,Neutral,12/2/2015 0:00
87993,RT @BettieLaFea: I Love Yankee Candles ????,7,12/2/2014 0:00,candles,9,Positive,12/2/2015 0:00
87994,Watching 16 candles!!!! Best movie ever :) #16candles,0,12/2/2014 0:00,candles,9,Positive,12/2/2015 0:00
87995,RT @BettieLaFea: I Love Yankee Candles ????,7,12/2/2014 0:00,candles,9,Positive,12/2/2015 0:00
87996,RT @BettieLaFea: I Love Yankee Candles ????,7,12/2/2014 0:00,candles,9,Positive,12/2/2015 0:00
87997,RT @BettieLaFea: I Love Yankee Candles ????,7,12/2/2014 0:00,candles,9,Positive,12/2/2015 0:00
87998,Watching 16 candles ??,0,12/2/2014 0:00,candles,9,Neutral,12/2/2015 0:00
87999,"Oh hey, I don't think I've mentioned this but you can now buy Witch City Wicks candles on the Vampire… http://t.co/cpmBLwiTU8",0,12/2/2014 0:00,candles,9,Neutral,12/2/2015 0:00
88000,I Love Yankee Candles ????,7,12/2/2014 0:00,candles,9,Positive,12/2/2015 0:00
88001,"RT @misfitmimes: We ? @JohnnyGWeir!! http://t.co/dMz1nJNYpB Pls RT, &amp; pls add more candles to keep the light shining for him... http://t.co…",7,12/2/2014 0:00,candles,9,Positive,12/2/2015 0:00
88002,Discover me discovering their is no scented candles.,0,12/2/2014 0:00,candles,9,Neutral,12/2/2015 0:00
88003,Source just came another victim was @bethhbornn boys 3rd floor bathroom. You might still be able to smell the lavender scent candles,0,12/2/2014 0:00,candles,9,Positive,12/2/2015 0:00
88004,RT @erinmcelhoe: one way to my heart: candles,11,12/2/2014 0:00,candles,9,Positive,12/2/2015 0:00
88005,Tons of new candles have just hit the shop 186 orchard st. NYC http://t.co/1bEfN3PhuE,0,12/2/2014 0:00,candles,9,Positive,12/2/2015 0:00
88006,Start your Bedroom Kandi adventure for $20 --- our candle trio has three great smelling candles that… http://t.co/lTkXho0uLj,0,12/2/2014 0:00,candles,9,Positive,12/2/2015 0:00
88007,Haha omg Cliff from Sixteen Candles looks like @MarcoPrieto13 ???? http://t.co/S9EGYzXCTg,0,12/2/2014 0:00,candles,9,Positive,12/2/2015 0:00
88008,Check out these spooky skull candles! http://t.co/bNKAnmzkvf,0,12/2/2014 0:00,candles,9,Negative,12/2/2015 0:00
88009,All I want for Christmas this year is for @angelajulius74 to get her MOTHER. EFFING. CANDLES from bed bath &amp; beyond. #extremelyexplicit,0,12/2/2014 0:00,candles,9,Positive,12/2/2015 0:00
88010,5000 Candles in the Wind - MouseRat,0,12/2/2014 0:00,candles,9,Neutral,12/2/2015 0:00
88012,RT @SimsLogic: Accidentally blowing out the candles on your child's birthday cake and immediately ageing forty years.,403,12/2/2014 0:00,candles,9,Neutral,12/2/2015 0:00
88013,"RT Follow #LadiescoffeeHour winner 30/11/14 @sistersofmoon for Silver &amp; Gemstone Jewellery, Memory Boxes, Candles &amp; More #PromotingWomen",0,12/2/2014 0:00,candles,9,Neutral,12/2/2015 0:00
88014,"my room is officially the spot candles (cus girls like that shit), comfy bed (to cuddle&amp;grab booty), netflix &amp; chromecast ??",0,12/2/2014 0:00,candles,9,Neutral,12/2/2015 0:00
88015,It's in swedish. But it's about knowing how to properly recycle candles! It has good pictures ^^ http://t.co/7hGYkdt8CY,0,12/2/2014 0:00,candles,9,Positive,12/2/2015 0:00
88016,music and candles ??,0,12/2/2014 0:00,candles,9,Neutral,12/2/2015 0:00
88017,RT @RedoubtCurator: These are most definitely not four candles nor fork handles... store re-org is progressing! #museums http://t.co/mx7MIi…,1,12/2/2014 0:00,candles,9,Positive,12/2/2015 0:00
88018,You can't light a fire if the candles melted ??,0,12/2/2014 0:00,candles,9,Positive,12/2/2015 0:00
88019,I loooove scented candles.,0,12/2/2014 0:00,candles,9,Neutral,12/2/2015 0:00
